0	2.23	27
1	2.47	228
2	4.03	22
3	4.25	22
4	2.57	414
5	2.62	22
6	2.67	21
7	2.39	414
8	2.83	22
9	2.99	23
10	2.28	23
11	2.65	23
12	2.47	23
13	2.26	16
14	2.35	31
15	2.35	31
16	3.02	31
17	3.18	31
18	3.11	525
19	2.80	526
20	2.72	525
21	2.83	525
22	2.29	22
23	2.36	524
24	2.50	525
25	2.75	525
26	3.21	525
27	3.21	526
28	2.69	136
29	2.85	135
30	2.62	525
31	3.17	135
32	3.37	135
33	2.64	135
34	2.55	135
35	2.85	136
36	2.83	136
37	3.04	136
38	3.18	137
39	2.93	136
40	2.93	136
41	2.99	136
42	3.04	136
43	3.28	136
44	3.34	136
45	2.96	136
46	2.97	135
47	2.90	135
48	2.68	136
49	2.85	135
50	2.85	135
51	3.41	135
52	3.49	135
53	3.07	135
54	3.03	135
55	3.09	135
56	3.17	135
57	3.24	135
58	3.29	135
59	3.02	135
60	3.09	135
61	3.18	136
62	3.26	136
63	3.51	136
64	3.66	135
65	3.51	135
66	3.47	135
67	3.34	135
68	3.14	135
69	3.23	135
70	3.18	135
71	3.36	135
72	3.36	135
73	3.15	135
74	3.11	135
75	3.26	135
76	3.50	135
77	3.37	135
78	3.36	135
79	3.25	135
80	3.18	135
81	3.09	135
82	3.19	134
83	3.03	135
84	3.18	135
85	3.37	135
86	3.50	135
87	3.29	135
88	2.93	135
89	3.07	135
90	3.21	135
91	3.26	135
92	3.42	135
93	3.38	135
94	3.38	134
95	3.32	135
96	3.37	134
97	3.30	134
98	3.42	135
99	3.34	134
100	3.14	134
101	3.08	135
102	3.27	135
103	3.22	135
104	3.26	135
105	3.52	135
106	3.60	135
107	3.52	135
108	3.61	134
109	3.61	134
110	3.64	134
111	3.85	135
112	4.08	135
113	4.23	135
114	4.28	135
115	4.37	134
116	4.30	134
117	4.32	134
118	4.32	134
119	4.36	134
120	4.24	134
121	4.01	134
122	3.97	134
123	4.35	134
124	4.53	134
125	4.52	134
126	4.62	134
127	4.90	134
