0.0	-1.755381	-0.005185	0.743766
1.0	-1.825844	0.079080	0.709416
2.0	-1.624291	0.102667	0.690443
3.0	-1.344516	0.045803	0.626997
4.0	-1.130792	0.063547	0.522698
5.0	-0.948366	0.126503	0.486053
6.0	-0.769871	0.422238	0.445428
7.0	-0.660834	0.513715	0.410135
8.0	-0.560299	0.544449	0.324521
9.0	-0.471456	0.534747	0.298731
10.0	-0.368349	0.536305	0.333898
11.0	-0.278266	0.525268	0.415537
12.0	-0.233676	0.538138	0.535684
13.0	-0.164952	0.536232	0.702382
14.0	-0.120028	0.532545	0.835755
15.0	-0.061068	0.542023	0.946237
16.0	0.074878	0.558242	1.045269
17.0	0.284772	0.592807	1.115416
18.0	0.529782	0.635778	1.123418
19.0	0.839629	0.741138	1.097500
20.0	1.207036	0.825231	1.095401
21.0	1.541983	0.904945	1.090021
22.0	1.892823	0.919080	1.061155
23.0	2.176105	0.897875	0.972332
24.0	2.310596	0.890105	0.856569
25.0	2.380579	0.871486	0.697043
26.0	2.371595	0.866296	0.521235
27.0	2.325262	0.876162	0.330229
28.0	2.257514	0.828785	0.156388
29.0	2.231627	0.776494	0.037197
30.0	2.270817	0.732566	-0.073209
31.0	2.338218	0.722982	-0.175316
32.0	2.353047	0.798128	-0.178242
33.0	2.332166	0.941155	-0.092603
34.0	2.260927	1.113245	0.010033
35.0	2.151381	1.341508	0.113864
36.0	1.989555	1.541901	0.189704
37.0	1.775811	1.676113	0.242508
38.0	1.573942	1.748393	0.252910
39.0	1.470497	1.856788	0.262227
40.0	1.454337	1.923179	0.271310
41.0	1.503896	1.937706	0.332681
42.0	1.581773	1.900464	0.493996
43.0	1.679846	1.797653	0.648112
44.0	1.773502	1.584804	0.794759
45.0	1.757607	1.334593	0.924661
46.0	1.640511	1.048836	1.003986
47.0	1.533021	0.730947	1.119141
48.0	1.479589	0.468301	1.270627
49.0	1.423304	0.231330	1.419967
50.0	1.354151	0.091108	1.507523
51.0	1.251685	-0.003983	1.570628
52.0	1.078899	-0.111908	1.620634
53.0	0.825444	-0.146327	1.621846
54.0	0.522365	-0.111799	1.593665
55.0	0.283170	-0.033349	1.500267
56.0	0.198810	0.093510	1.395006
57.0	0.192338	0.265975	1.245861
58.0	0.192225	0.574279	1.087982
59.0	0.192056	0.892883	0.903544
60.0	0.195253	1.206657	0.711313
61.0	0.204637	1.467365	0.540684
62.0	0.163154	1.708573	0.386875
63.0	0.028775	1.912944	0.227083
64.0	-0.100703	2.051891	0.071913
65.0	-0.185940	2.160797	-0.010105
66.0	-0.158953	2.225881	-0.008958
67.0	-0.021147	2.324355	0.017917
68.0	0.193337	2.513269	0.090591
69.0	0.516850	2.744591	0.217673
70.0	0.836977	2.962151	0.422896
71.0	1.137145	3.165459	0.639601
72.0	1.478475	3.352326	0.854482
73.0	1.874850	3.509998	1.103475
74.0	2.333098	3.636880	1.377182
75.0	2.803201	3.670065	1.627025
76.0	3.231608	3.647520	1.804207
77.0	3.544131	3.651459	1.925568
78.0	3.698788	3.632937	1.960569
79.0	3.674702	3.618043	1.882945
80.0	3.493083	3.604238	1.770878
81.0	3.200788	3.509167	1.719351
82.0	2.901959	3.307359	1.645060
83.0	2.624452	3.085443	1.550860
84.0	2.479194	2.876892	1.474888
85.0	2.405544	2.655296	1.428397
86.0	2.428489	2.422987	1.419945
87.0	2.549530	2.254683	1.443334
88.0	2.731110	2.170088	1.497693
89.0	2.922213	2.136414	1.581225
90.0	3.070192	2.149784	1.686278
91.0	3.134768	2.164225	1.798524
92.0	3.116404	2.188131	1.935083
93.0	2.972520	2.234730	2.068187
94.0	2.750855	2.238531	2.183529
95.0	2.477791	2.234209	2.284074
96.0	2.198614	2.213859	2.349846
97.0	1.927836	2.180691	2.459817
98.0	1.658455	2.163239	2.619035
99.0	1.393850	2.192548	2.745207
100.0	1.184615	2.247857	2.841074
101.0	1.079486	2.308038	2.881099
102.0	1.059220	2.395352	2.918387
103.0	1.103790	2.497125	3.012728
104.0	1.111277	2.621968	3.088218
105.0	1.078121	2.715200	3.150607
106.0	1.049608	2.740185	3.204322
107.0	1.022748	2.782253	3.203700
108.0	0.968908	2.824885	3.121603
109.0	0.976505	2.906850	3.001489
110.0	0.981967	2.908938	2.827452
111.0	1.032792	2.862242	2.636265
112.0	1.095961	2.778043	2.461560
113.0	1.212688	2.663512	2.328618
114.0	1.383948	2.494397	2.216250
115.0	1.569734	2.320257	2.169180
116.0	1.760326	2.123023	2.213261
117.0	1.977195	1.937617	2.354135
118.0	2.168227	1.822405	2.555004
119.0	2.280581	1.778302	2.790728
120.0	2.349617	1.790553	3.023462
121.0	2.408486	1.816733	3.267315
122.0	2.387802	1.885093	3.474932
123.0	2.309816	2.009528	3.712854
124.0	2.248244	2.158937	3.924208
125.0	2.224801	2.284801	4.156999
126.0	2.319025	2.379651	4.425130
127.0	2.588236	2.475932	4.684513
128.0	3.026549	2.547416	4.951278
129.0	3.523702	2.593670	5.193006
130.0	4.015903	2.549227	5.385924
131.0	4.392544	2.478345	5.493744
132.0	4.661564	2.424914	5.512113
133.0	4.824259	2.341584	5.370300
134.0	4.889681	2.195724	5.103590
135.0	4.842634	2.017635	4.795215
136.0	4.648318	1.849339	4.463171
137.0	4.263414	1.668526	4.129399
138.0	3.736066	1.429394	3.798474
139.0	3.109482	1.117593	3.454511
140.0	2.421145	0.753880	3.134700
141.0	1.763817	0.381014	2.894695
142.0	1.156897	0.050277	2.711353
143.0	0.621728	-0.187697	2.584742
144.0	0.202282	-0.379334	2.502412
145.0	-0.067132	-0.528352	2.486280
146.0	-0.218466	-0.607007	2.485477
147.0	-0.320650	-0.683291	2.470029
148.0	-0.303492	-0.663598	2.449495
149.0	-0.190934	-0.607002	2.460105
150.0	-0.092303	-0.564388	2.472381
151.0	-0.064000	-0.551536	2.466701
152.0	-0.091259	-0.505839	2.416869
153.0	-0.183419	-0.445474	2.334380
154.0	-0.287511	-0.410251	2.259266
155.0	-0.375267	-0.421814	2.179544
156.0	-0.426969	-0.451753	2.116219
157.0	-0.422489	-0.512173	2.079664
158.0	-0.374205	-0.630338	2.071513
159.0	-0.346024	-0.759443	2.041397
160.0	-0.338533	-0.882757	1.980792
161.0	-0.379135	-0.980408	1.945419
162.0	-0.450624	-1.036803	1.889816
163.0	-0.564211	-1.111384	1.829396
164.0	-0.699837	-1.115845	1.722606
165.0	-0.834322	-1.079084	1.600769
166.0	-0.951130	-0.967943	1.472793
167.0	-0.982207	-0.868167	1.411911
168.0	-0.964142	-0.724200	1.383274
169.0	-0.913342	-0.586802	1.413852
170.0	-0.810566	-0.458554	1.445231
171.0	-0.639568	-0.309520	1.453861
172.0	-0.439903	-0.223278	1.446579
173.0	-0.266842	-0.196011	1.433907
174.0	-0.171244	-0.221414	1.416671
175.0	-0.122537	-0.249294	1.375612
176.0	-0.103134	-0.208363	1.285855
177.0	-0.127195	-0.169988	1.135873
178.0	-0.147095	-0.127415	0.928926
179.0	-0.149440	-0.013726	0.685293
180.0	-0.137912	0.064648	0.505736
181.0	-0.078702	0.149670	0.420565
182.0	0.025402	0.211383	0.425457
183.0	0.234463	0.283874	0.467709
184.0	0.504096	0.379950	0.532399
185.0	0.757169	0.471254	0.570600
186.0	0.874677	0.534894	0.622834
187.0	0.913914	0.568862	0.656979
188.0	0.882805	0.542107	0.694609
189.0	0.824214	0.520505	0.781417
190.0	0.777294	0.485450	0.930545
191.0	0.760303	0.391556	1.098626
192.0	0.782862	0.227751	1.239457
193.0	0.839194	0.037746	1.302285
194.0	0.966886	-0.074133	1.243162
195.0	1.112850	-0.108443	1.103366
196.0	1.195524	-0.027687	0.925694
197.0	1.167871	0.169970	0.725647
198.0	1.031844	0.378093	0.511384
199.0	0.886320	0.527510	0.273563
200.0	0.766484	0.627823	0.053636
201.0	0.719009	0.670008	-0.126627
202.0	0.729941	0.667719	-0.213385
203.0	0.749332	0.624991	-0.247586
204.0	0.755915	0.556107	-0.225429
205.0	0.754047	0.410477	-0.136025
206.0	0.713624	0.218408	0.040639
207.0	0.574001	0.038753	0.226043
208.0	0.314849	-0.140576	0.394688
209.0	0.031559	-0.355453	0.522486
