 -150.00000	3.07410	428	3.046
 -144.00000	3.07053	416	3.047
 -138.00000	2.82720	404	3.050
 -132.00000	2.89058	419	3.052
 -126.00000	3.13792	216	3.054
 -120.00000	3.58499	230	3.057
 -114.00000	3.00046	224	3.060
 -108.00000	2.93498	172	3.063
 -102.00000	2.88892	146	3.067
 -96.00000	3.24788	330	3.071
 -90.00000	2.68115	530	3.076
 -84.00000	2.67512	417	3.082
 -78.00000	2.91786	286	3.088
 -72.00000	2.61671	272	3.095
 -66.00000	2.86312	96	3.104
 -60.00000	2.95757	85	3.114
 -54.00000	2.97754	162	3.127
 -48.00000	3.05980	155	3.143
 -42.00000	3.12593	40	3.164
 -36.00000	2.99115	119	3.191
 -30.00000	3.41318	116	3.229
 -24.00000	3.40904	104	3.287
 -18.00000	3.62333	138	3.382
 -12.00000	3.11528	101	3.574
 -6.00000	3.95308	141	4.103
 0.00000	4.88968	134	4.890
 6.00000	3.55241	23	4.103
 12.00000	3.18117	14	3.574
 18.00000	3.66616	73	3.382
 24.00000	3.59107	69	3.287
 30.00000	2.97331	61	3.229
 36.00000	4.00363	21	3.191
 42.00000	3.52519	40	3.164
 48.00000	2.93939	4	3.143
 54.00000	2.54563	1002	3.127
 60.00000	2.71928	17	3.114
 66.00000	2.45731	522	3.104
 72.00000	2.90811	512	3.095
 78.00000	3.13473	93	3.088
 84.00000	3.47511	665	3.082
 90.00000	3.44427	660	3.076
 96.00000	2.74158	664	3.071
 102.00000	2.58426	890	3.067
 108.00000	2.44976	759	3.063
 114.00000	2.93946	752	3.060
 120.00000	4.12277	88	3.057
 126.00000	3.50648	858	3.054
 132.00000	3.03760	63	3.052
 138.00000	3.17811	731	3.050
 144.00000	3.17130	35	3.047
 150.00000	2.71062	757	3.046
