0.000000	0.000000
0.010935	-12.391016
0.021869	35.632301
0.032804	157.581390
0.043738	73.693787
0.054673	-2.627636
0.065608	-75.556877
0.076542	-23.083624
0.087477	-2.419222
0.098412	425.450256
0.109346	-229.959732
0.120281	-382.916290
0.131215	16.397135
0.142150	-6.113311
0.153085	66.715996
0.164019	-227.256165
0.174954	-3308.593750
0.185889	-3786.017090
0.196823	-9704.328125
0.207758	6282.519043
0.218692	-515.408875
0.229627	1105.262573
0.240562	2623.974854
0.251496	3210.020996
0.262431	1486.721436
0.273365	3368.245361
0.284300	1048.691284
0.295235	732.925598
0.306169	1981.081055
0.317104	524.527161
0.328039	-1878.333862
0.338973	185.005829
0.349908	-376.997955
0.360842	1918.156860
0.371777	5272.140625
0.382712	1138.497803
0.393646	-209.794113
0.404581	-512.894531
0.415516	1883.828491
0.426450	2458.804688
0.437385	2371.829834
0.448319	1119.042480
0.459254	2226.279785
0.470189	-248.212433
0.481123	8242.461914
0.492058	5765.838379
0.502992	3299.166260
0.513927	6953.750977
0.524862	-8159.490723
0.535796	-6610.674316
0.546731	-2024.731201
0.557666	2066.246582
0.568600	2354.054443
0.579535	-309.238373
0.590469	3639.984863
0.601404	2749.772949
0.612339	2669.701172
0.623273	-2842.899658
0.634208	-1074.269531
0.645142	-137.253906
0.656077	1441.664673
0.667012	710.418030
0.677946	767.550720
0.688881	-1723.896362
0.699816	2785.315918
0.710750	965.266907
0.721685	2699.768311
0.732619	-1038.555420
0.743554	2781.842041
0.754489	2558.349609
0.765423	-4464.506348
0.776358	-2727.075684
0.787293	1799.981567
0.798227	4512.310059
0.809162	-986.002014
0.820096	2649.793701
0.831031	6287.759277
0.841966	7061.555664
0.852900	-13448.398438
0.863835	-17201.726562
0.874769	-18197.777344
0.885704	20907.480469
0.896639	2767.902832
0.907573	19410.710938
0.918508	39763.281250
0.929443	-5185.517090
0.940377	7379.530762
0.951312	10146.702148
0.962246	21237.703125
0.973181	3371.386475
0.984116	316.954742
0.995050	3228.128174
1.005985	2372.086426
1.016920	-418.288147
1.027854	934.908691
1.038789	2291.270996
1.049723	4377.075684
1.060658	-2107.798828
1.071593	-6262.305176
1.082527	-8.957747
1.093462	7893.082031
1.104396	1015.135864
1.115331	-4750.397949
1.126266	7587.014648
1.137200	3048.619629
1.148135	3895.249756
1.159070	-34.404606
1.170004	863.790710
1.180939	-1405.353394
1.191873	2465.675537
1.202808	-6692.820312
1.213743	4019.759277
1.224677	-2949.021240
1.235612	-1359.139526
1.246547	5166.252441
1.257481	-1753.792358
1.268416	4654.556641
1.279350	-931.556458
1.290285	1211.209839
1.301220	2669.078613
1.312154	-3308.604248
1.323089	318.013275
1.334023	291.436249
1.344958	1728.808105
1.355893	5877.597656
1.366827	3772.976074
1.377762	6949.941895
1.388697	-250.922195
1.399631	4043.306396
1.410566	1812.436157
1.421500	5276.979980
1.432435	-1517.458984
1.443370	963.716187
1.454304	-2545.236084
1.465239	-619.948364
1.476173	-367.210480
1.487108	471.804962
1.498043	2321.279541
1.508977	10414.298828
1.519912	1033.835205
1.530847	5511.003418
1.541781	-523.527649
1.552716	7493.728027
1.563650	3776.253418
1.574585	24098.574219
1.585520	32881.597656
1.596454	61484.097656
1.607389	-35448.726562
1.618324	1440.513306
1.629258	-3518.901855
1.640193	-11548.700195
1.651127	-11057.279297
1.662062	-848.986267
1.672997	-8196.849609
1.683931	-10303.089844
1.694866	-8984.353516
1.705800	2663.834473
1.716735	-6580.511230
1.727670	2879.403564
1.738604	-1930.613281
1.749539	7734.966309
1.760474	-7339.187500
1.771408	-4744.448730
1.782343	1776.448242
1.793277	2693.851807
1.804212	-6955.958008
1.815147	-130.161148
1.826081	-11048.129883
1.837016	4886.875000
1.847951	-2298.735596
1.858885	-9238.578125
1.869820	-7506.173828
1.880754	7764.607910
1.891689	1979.264893
1.902624	-6624.220215
1.913558	-2272.321533
1.924493	2524.054932
1.935427	-261.558044
1.946362	-5051.932617
1.957297	3443.304688
1.968231	4251.511719
1.979166	-1475.548584
1.990101	-7045.257324
2.001035	-2634.635254
2.011970	-3529.904297
2.022904	2963.792236
2.033839	1135.506958
2.044774	3481.816650
2.055708	-992.267639
2.066643	-2210.209229
2.077578	-1398.103638
2.088512	2607.664795
2.099447	830.258545
2.110381	-2765.523438
2.121316	-1359.357178
2.132251	1719.902222
2.143185	-3469.284668
2.154120	1086.268311
2.165054	4349.117188
2.175989	3022.116943
2.186924	531.802673
2.197858	1130.773071
2.208793	1377.384277
2.219728	-3868.909180
2.230662	-4276.046875
2.241597	-1283.779907
2.252531	5189.342773
2.263466	10071.820312
2.274401	9680.494141
2.285335	-10946.807617
2.296270	-1806.745728
2.307204	-8297.534180
2.318139	-22073.455078
2.329074	7803.120605
2.340008	-5377.982422
2.350943	-7901.851074
2.361878	-6851.901367
2.372812	-1631.934204
2.383747	165.625458
2.394681	-5436.224121
2.405616	-2438.274170
2.416551	-3072.601807
2.427485	2767.565186
2.438420	-5502.479980
2.449355	6035.031738
2.460289	2495.365234
2.471224	-981.132874
2.482158	-10788.146484
2.493093	-2897.859375
2.504028	-14935.847656
2.514962	-10458.459961
2.525897	-39.051983
2.536831	-8080.552246
2.547766	-1956.944214
2.558701	4556.529297
2.569635	4663.205078
2.580570	-2934.135986
2.591505	443.725555
2.602439	894.851868
2.613374	-2965.117920
2.624308	-380.625641
2.635243	1731.880493
2.646178	3078.833740
2.657112	-1175.221558
2.668047	-651.638672
2.678982	-4655.654297
2.689916	5128.471191
2.700851	5672.616699
2.711785	4187.314453
2.722720	1242.762695
2.733655	-1900.530396
2.744589	-2435.106445
2.755524	-1276.028198
2.766458	-466.076538
2.777393	1541.850464
2.788328	738.891724
2.799262	233.551910
2.810197	108.158493
2.821132	6036.854004
2.832066	1887.827637
2.843001	2208.166992
2.853935	1661.038086
2.864870	3332.722168
2.875805	1928.333984
2.886739	1558.936279
2.897674	196.213257
2.908609	-1245.663940
2.919543	1014.344238
2.930478	2691.154053
2.941412	-2170.647705
2.952347	-3770.132812
2.963282	-1874.652832
2.974216	-1712.401123
2.985151	2579.047363
2.996085	7628.825195
3.007020	-5304.260742
3.017955	933.198059
3.028889	3227.395752
3.039824	-4655.629395
3.050759	-4453.081543
3.061693	-3702.165039
3.072628	1950.854492
3.083562	-6756.860840
3.094497	-1984.992676
3.105432	314.022705
3.116366	1390.661133
3.127301	-8991.428711
3.138235	4031.024902
3.149170	6119.666016
3.160105	-701.386902
3.171039	-14750.204102
3.181974	-9286.463867
3.192909	-5231.883789
3.203843	10691.874023
3.214778	-6905.732910
3.225712	7170.477539
3.236647	10660.160156
3.247582	9991.764648
3.258516	6441.806152
3.269451	3856.646484
3.280386	4609.836426
3.291320	-624.133423
3.302255	2121.202393
3.313189	9347.912109
3.324124	2600.316406
3.335059	867.749023
3.345993	-5081.262695
3.356928	565.708618
3.367862	-8169.694336
3.378797	3309.297607
3.389732	1547.008789
3.400666	1890.479248
3.411601	-804.725769
3.422536	706.991089
3.433470	-2266.817627
3.444405	498.645233
3.455339	1657.457397
3.466274	4922.473633
3.477209	3809.277588
3.488143	699.346619
3.499078	-508.624603
3.510013	-205.883423
3.520947	1562.702515
3.531882	-651.857849
3.542816	-2418.601318
3.553751	-6528.473145
3.564686	5780.528320
3.575620	-1779.387329
3.586555	-1685.126465
3.597489	-1166.396362
3.608424	4809.613281
3.619359	-2842.975342
3.630293	-1440.682617
3.641228	1197.374878
3.652163	4150.648926
3.663097	1734.716431
3.674032	820.711548
3.684966	-2370.075439
3.695901	4295.711914
3.706836	-1727.897583
3.717770	-9164.984375
3.728705	-605.203674
3.739640	-1787.432251
3.750574	-2257.990967
3.761509	-7739.530273
3.772443	576.196899
3.783378	-260.002655
3.794313	2500.389160
3.805247	-2106.153076
3.816182	1617.632324
3.827116	4553.865234
3.838051	3080.050537
3.848986	-1947.344482
3.859920	275.940277
3.870855	1447.857544
3.881790	3417.735596
3.892724	2048.022461
3.903659	3077.832520
3.914593	4374.043945
3.925528	-288.701996
3.936463	2608.997070
3.947397	1018.092041
3.958332	911.463562
3.969266	2643.031250
3.980201	-611.776672
3.991136	5186.006348
4.002070	-809.129211
4.013005	2757.250000
4.023940	-206.163788
4.034874	-330.775391
4.045809	627.606812
4.056743	765.063171
4.067678	-553.896667
4.078613	1096.551147
4.089547	-1147.892944
4.100482	1216.294067
4.111417	1414.184937
4.122351	-1584.526611
4.133286	-3139.084229
4.144220	1071.011963
4.155155	673.889404
4.166090	4209.133789
4.177024	2768.125977
4.187959	-177.831985
4.198893	-217.694397
4.209828	-3129.206543
4.220763	-1787.221313
4.231697	-669.270386
4.242632	2155.111572
4.253567	1909.214844
4.264501	-3940.128174
4.275436	1733.046265
4.286370	-856.654663
4.297305	513.907532
4.308240	-1855.341064
4.319174	-3103.234375
4.330109	-36.147602
4.341044	-392.777832
4.351978	-240.120987
4.362913	-3934.405273
4.373847	1366.404907
4.384782	2730.192627
4.395717	2471.227295
4.406651	-2028.208862
4.417586	9.700754
4.428520	-254.886002
4.439455	1306.303833
4.450390	-1417.984253
4.461324	-5268.358398
4.472259	4120.353516
4.483194	2280.178711
4.494128	1152.760864
4.505063	232.845947
